nomphoto,oiv,s,sq,n,fn,tn,ligne,colonne,exp,sheet
Exp21DM04-Inoc3-P1,3.0,1.0,3.0,0.0,,,a,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,3.0,1.0,3.0,0.0,,,b,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,3.0,1.0,3.0,0.0,,,c,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,3.0,1.0,3.0,0.0,,,a,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,3.0,1.0,3.0,0.0,,,b,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,3.0,1.0,3.0,0.0,,,c,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,5.0,1.0,5.0,1.0,9.0,7.0,a,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,5.0,1.0,5.0,1.0,9.0,7.0,b,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,5.0,1.0,5.0,1.0,9.0,7.0,c,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,9.0,0.0,,1.0,7.0,7.0,a,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,9.0,0.0,,1.0,7.0,7.0,b,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P1,9.0,0.0,,1.0,7.0,7.0,c,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P2,9.0,0.0,,1.0,3.0,9.0,a,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P2,9.0,0.0,,1.0,3.0,9.0,b,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P2,9.0,0.0,,1.0,3.0,9.0,c,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,9.0,0.0,,1.0,3.0,9.0,a,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,9.0,0.0,,1.0,3.0,9.0,b,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,9.0,0.0,,1.0,3.0,9.0,c,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,3.0,1.0,3.0,0.0,,,a,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,1.0,1.0,3.0,0.0,,,b,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,3.0,1.0,3.0,0.0,,,c,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,5.0,1.0,3.0,0.0,,,a,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,3.0,1.0,3.0,0.0,,,b,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,3.0,1.0,3.0,0.0,,,c,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,5.0,1.0,5.0,0.0,,,a,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,3.0,1.0,5.0,0.0,,,b,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P3,5.0,1.0,5.0,1.0,9.0,7.0,c,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P4,9.0,0.0,,1.0,5.0,7.0,a,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P4,9.0,0.0,,1.0,7.0,7.0,b,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P4,9.0,0.0,,1.0,7.0,7.0,c,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,9.0,0.0,,1.0,7.0,7.0,a,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,9.0,0.0,,1.0,7.0,7.0,b,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,9.0,0.0,,1.0,7.0,7.0,c,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,9.0,0.0,,1.0,3.0,9.0,a,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,9.0,0.0,,1.0,3.0,9.0,b,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,9.0,0.0,,1.0,3.0,9.0,c,2,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,1.0,1.0,3.0,0.0,,,a,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,1.0,1.0,3.0,0.0,,,b,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc3-P5,1.0,1.0,3.0,0.0,,,c,3,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P5,3.0,1.0,1.0,0.0,,,a,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P5,3.0,1.0,1.0,0.0,,,b,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P5,3.0,1.0,1.0,0.0,,,c,4,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P6,3.0,1.0,5.0,0.0,,,a,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P6,5.0,1.0,5.0,1.0,9.0,7.0,b,1,Exp21DM05_inoc3_saisie,6dpi
Exp21DM04-Inoc-P6,5.0,1.0,5.0,1.0,9.0,7.0,c,1,Exp21DM05_inoc3_saisie,6dpi
